"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SH.TBL01NL","SH.TBL02NL","SH.TBL04NL","SH.TBL05NL","SH.TBL06NL","SH.TBL07NL","SH.TBL08NL","SH.TBL09NL","SH.TBL10NL","SH.TBL11NL","SH.TBL13NL","SH.TBL14NL","SH.TBL15NL","SH.TBL01C","SH.TBL01I","SH.TBL01E","SH.TBL02I","SH.TBL02E","SH.TBL04C","SH.TBL04I","SH.TBL04E","SH.TBL05I","SH.TBL05E","SH.TBL06C","SH.TBL06E","SH.TBL07I","SH.TBL07E","SH.TBL08I","SH.TBL08E","SH.TBL09I","SH.TBL09E","SH.TBL10I","SH.TBL10E","SH.TBL11C","SH.TBL11I","SH.TBL11E","SH.TBL13I","SH.TBL13E","SH.TBL14C","SH.TBL14I","SH.TBL14E","SH.TBL15C","SH.TBL15I","SH.TBL15E"
"GLUL","GLUL",9766.76369650899,0.350960185663281,0.217753991163604,1.61172791271411,0.107021160883084,0.221998791699344,13.3270030257911,13.1252781585466,13.1012857135819,12.7029402298785,12.7943176027595,12.8798959164409,13.0368219594432,12.8714227247464,12.595373271826,13.221239249032,13.6015056118352,13.123804379037,12.5565735728511,13.6218114448185,13.7442111466076,13.0013066805348,13.6535671607073,13.167031977671,13.2502622455591,13.1867818179843,13.5220102523133,12.978530954978,12.9255721607956,12.7075329207909,12.7118796354318,12.859973801143,12.6293787920139,12.7738975987288,12.7509356389249,12.7472195102487,12.7078081708344,13.0380079329175,12.645104137558,14.6087105162876,13.2012161903779,13.2197234937744,13.4012739827114,13.7017132528032,14.1720326105908,13.2100523524817,12.9437715710276,12.9821943017821,12.8842486137841,12.7674171638811
"FAR2","FAR2",279.418213577742,-0.217595770111938,0.135008315943974,-1.6117212379883,0.107022613996909,0.221998791699344,8.44670475090908,8.06583310911823,8.01294592281415,7.89642157613457,7.88007956978069,8.11482584288805,8.58321974552675,8.1106491829417,8.16337695201728,8.19564293616322,8.40850470079915,8.41797006263169,7.99483012346401,8.13728652899006,7.96970671045739,7.89044328628931,8.47359893565748,8.20250160387793,8.2052023357009,7.97820129791763,8.76086916046533,7.7346067929005,7.60503490147337,7.82719245931839,7.72630532276628,8.34010651419123,8.056631569468,7.83944317848401,7.77928703636666,7.80117240295325,7.65850713177764,7.96381272382937,7.86993385459628,8.18795915831488,8.1366506227176,8.02353492112656,8.14275145367608,8.12224143016703,8.43762016834,8.05082906025796,8.11655005378895,8.03684875753419,7.9910145371809,8.03612090655191
"GRK3","GRK3",1045.45286360914,0.161979571558426,0.100525134020304,1.61133405229491,0.107106932589017,0.222128604559872,10.0388900942178,10.1606335941267,9.90874138877812,9.73691788432368,9.70878808182838,9.66003304659402,9.97640121597244,9.92978956715915,9.83564229472471,10.0179781921947,10.1346975226826,10.2081985288116,9.79484142329386,10.2114298560193,10.1480201602063,9.85010290265667,10.5229055478809,10.1561942704224,10.141059123506,10.1905776342021,10.3045996637129,9.97334560572097,10.0828766378918,9.79322899244548,9.87427832865629,9.89752366576191,9.73129849803441,9.94784175820482,9.87281968198472,10.0082678635361,9.80017456008399,10.060205934974,10.1120940003229,10.1454655313619,10.0749513118085,10.0234195497297,10.1368401849841,10.1590829508941,10.4709006456663,9.9624543978931,9.83648394431848,10.0196220332687,9.76119271379087,9.70559583132514
"RP11-588K22.2","RP11-588K22.2",561.047655928003,-0.218684445105399,0.13571841852404,-1.61131000113048,0.107112172019064,0.222128604559872,9.22063591259373,9.00537247062887,9.20024437154392,9.33149886049188,9.15630002828338,9.62697833790946,9.28782200633852,9.08895116749644,9.27544801699967,8.94786645144362,9.01902483312921,9.36761767221316,8.98860977379169,8.79193964235373,8.75696796573235,8.96994063239619,8.88351227923079,9.30357796787664,8.98789989608345,8.96186794926512,8.95151973008767,8.89209791679967,9.1222943376068,9.22745133082387,9.02305852036013,9.40076973959085,9.72597760155698,9.07784896634923,8.88038126654988,9.13895919050585,9.13398036135695,8.93710946653856,9.50611346835379,8.70656492105303,8.96196097494952,8.89431581174411,8.82652622283856,8.86563115602757,8.11141276964768,9.27419192405203,9.12326850838168,9.32442073696395,9.19183292891393,9.11535116059262
"ATG3","ATG3",478.327807581969,0.180616557176337,0.112097513632341,1.61124498950731,0.10712633550353,0.222130004164207,9.10100387871945,8.68834292468066,8.84438182613289,8.72037793882746,8.63155250986726,8.99098352114857,8.86486855514947,8.72554637556128,8.70536407329295,8.72491644067813,8.99249825867711,8.96026232225645,8.34073354328552,9.15928039906414,8.62131298531512,8.66049537143059,8.93984755783946,8.87061494676353,8.99015688185093,8.86840581367369,9.20672735262977,8.88590254871714,8.782124330731,8.73548138738966,8.63664378383632,9.10732740680744,8.73933108623575,8.92398449711318,8.83350994016822,8.76036216834682,8.55350360402556,9.15380339750937,9.06390383945218,9.5256676838273,8.91925605951963,8.86679036508565,8.86232528640131,9.10469319691941,9.21829232385552,8.88945368479246,8.71536711506511,8.85193038513174,8.73049729812046,8.71108741040236
"KATNBL1","KATNBL1",421.559846523994,-0.0837689921542808,0.0520100261865083,-1.61063160887258,0.107260040151981,0.222379244771852,8.81848161836971,8.64050860336315,8.68138304306792,8.8169256780914,8.75637640220602,8.83830222696003,8.6201466838663,8.69307407082461,8.80669563772805,8.66585821906649,8.98089819212177,8.72338685642396,8.69239488549111,8.6523814104924,8.65343615355617,8.81294879105744,8.73148562087642,8.72196751059971,8.61795997170858,8.773079294095,8.77302755859003,8.68021001989833,8.60449280180804,8.67651092192052,8.75642524225673,8.60991377649325,8.86164338457575,8.51729935807966,8.74068396628353,8.61135925843367,8.59976229217942,8.81796905934114,8.65357662464175,8.72647135179741,8.73414392778039,8.68936002066545,8.78246698645391,8.67437078539339,8.4620841018701,8.67980360549419,8.68296154449271,8.78011496390739,8.73618793577721,8.81922517641252
"MED27","MED27",120.755458178979,0.102598590850834,0.063705306945284,1.61051874279414,0.107284657082014,0.222402282581396,6.89203362626109,6.74063312722976,6.91957829118267,6.68254192792609,6.69761224011997,7.00945076977749,6.97333063067116,6.87895668093811,6.85676449167957,6.90738547018008,6.98598762541636,6.82212189424078,6.91819412259778,6.87257635994859,6.86200628636522,6.9449688981402,6.92625008943149,6.87057525324433,6.98992692559418,6.85690847295238,6.94845937360956,7.10235778455202,6.9439471018443,6.88080634226436,6.92618040757185,6.85939803482642,7.03977154397206,6.98611817659179,6.92430236525374,6.77149989225603,6.73631721616074,6.79804686032005,6.96116340970639,7.00115852952182,7.06049747097411,6.99346125238029,6.83211743319689,6.91664576137036,7.0237541215965,6.93639689244166,6.91522140422977,6.79179979427742,7.08624625019294,6.89593570426568
"TBC1D2B","TBC1D2B",2127.93364573101,0.0855751362497908,0.0531385985353766,1.61041387256045,0.107307534069689,0.222418579947692,10.9055452678839,11.0844712441015,11.1090221483825,11.0356066390021,11.1590678807462,10.9876031355198,10.9037941196826,10.8473278727748,11.0795650260857,10.9442568410152,10.9620400444023,11.0156215051175,11.0876043218207,11.2813705721139,11.1765166595731,11.046451509662,10.9742797953325,11.0510618889371,11.063661868744,11.0864178448926,10.794986590469,11.1729547648991,11.1775995660661,11.0340109182771,11.0506725488831,11.0050627364976,11.1560519901752,11.0621749775384,10.9973383704833,10.9789953689064,11.0527826032195,11.0817695055935,11.0500927046119,11.1831969657313,11.0426169751191,11.0071781404387,11.0302994670054,10.8987665321222,11.3134403611617,11.1258020046914,10.9375671681283,11.0468060971139,11.0064462299189,11.0948131288439
"HOXB6","HOXB6",38.9455207993218,-0.275876499269979,0.171313675415477,-1.61035888466528,0.107319530985205,0.222418579947692,5.47653161284724,5.09733119623315,5.31227385569622,5.32073531128534,5.32004887218702,5.48983477661754,5.34611804126199,5.48680685485,5.31060343218838,5.28108765209972,4.88788555899368,5.21493324472289,5.53126876620178,4.88797500365802,4.88951082936779,5.19275350894172,5.4190530598238,5.39665175380229,5.24964645171681,4.94771142924824,5.20823580554312,5.04462778583458,5.06475588867328,5.09608118122668,5.29941600456389,5.35001110976714,5.33498781300435,5.23246198834929,5.5148938957497,5.41406590492268,5.34570150558318,5.17232746734661,4.94514850536602,4.81329394442149,5.07759936933766,5.16144639189621,5.13334915155945,5.07290580421839,5.59719166163391,5.35487886208346,4.82449422761949,5.36937376978011,5.34959130091431,5.36301920366318
"PRMT3","PRMT3",231.02312621486,0.12467618009474,0.0774310212372852,1.610158023264,0.107363362699679,0.222481421534958,7.6106366323167,7.65306970384449,7.86759990233157,7.80988896744623,7.79351296174037,8.01018175356607,7.62110103973752,7.74989353000557,7.74776738448288,7.60595998075077,8.06917378250059,7.86919915153846,7.78400893868834,7.85845562711321,7.57864898881372,7.7607190150099,7.85695665507997,7.71190090099783,7.76477109385848,7.90229003083864,7.82620092262696,8.01741826860537,7.97004398862898,7.93754471761176,7.88528858780505,7.74869793419841,7.95384456658459,7.85561640192693,7.85446660669017,7.93728689591552,7.57690579461018,7.92935028023837,8.1197318695658,7.9238197570068,7.93173761805505,7.9439878820457,8.00998279629123,8.05427044073469,7.72750319721455,7.80230840209625,7.71347877084683,7.97675649027299,7.73389792856837,7.78281444564039
"LINC00174","LINC00174",203.271014634753,0.249423813907957,0.154928432598233,1.60992924103721,0.107413304532194,0.222556907276821,7.22873651322931,7.87993733609359,7.06661989609685,7.31293372244681,7.27725299560828,7.31256442029892,7.04567968173737,7.9289052869033,7.8402800538846,7.56686153217133,7.79987768216174,7.2264142427443,7.85707011994723,7.71447651013773,8.04527443327402,7.79816308115406,7.65773860989375,7.52618288351112,7.530671663878,7.68448779053475,7.25307577196425,7.74826178956429,7.83582783927749,7.52538642403211,7.84762799977869,7.39702889595434,7.8013440012894,7.23644350217785,7.52800892322708,8.06115958685883,8.19336403469244,7.74989592199345,7.6307035856925,7.34836173327589,7.60791178162666,7.65609418063138,8.16651972644274,7.62947653864013,7.4802639758194,7.43416146580699,7.76003910386381,7.33068306614572,7.55897087602243,7.5274695846559
"FFAR4","FFAR4",71.7043080053997,-0.529274525972716,0.32877682409561,-1.60982918254238,0.107435152503547,0.222574171773608,6.45191466310272,6.78493687768676,5.90819848575498,5.82488268489545,5.5114396352733,5.6670269242822,6.53443964122735,6.10736742248851,5.77859101101072,6.06517548464615,5.89553908463991,6.95240978446145,5.98996114071936,5.77485435511006,6.13159144884449,6.05500301385726,7.34300793386774,6.48353610929694,5.94916811382328,6.14460487416121,6.97759068995296,5.3106294243339,5.31299816934096,5.44407469505477,5.67279312888674,5.41578836270329,5.68162683955888,5.7037810759088,5.47794616907868,5.64093302469985,5.93172573413319,5.34535786578215,5.10036298483684,5.29654812938903,5.68027186749254,5.59332372093272,5.55056616161618,5.43747840728914,6.2180736027217,5.64661356813118,6.2437304960326,5.54145140970736,5.72459994267468,5.80320925530659
"NTM","NTM",392.655121280917,-0.781823502939865,0.48568697260062,-1.60972714329474,0.107457436600908,0.222592335338837,6.28037768423148,6.69882859456382,9.53911865015323,9.38426144903429,8.80528273554636,8.63032752674078,8.12095257034769,9.13134856645614,9.12006422536176,9.53238965201908,8.64222436176415,6.5298496941192,6.59297059574801,6.50741031750272,6.41560817812836,6.32898292232115,6.72855059633022,6.91329614657379,8.91746691083142,9.06025768243128,9.60171552963969,8.54239534426084,8.65650737641701,8.2958127318817,8.49061703701987,8.07146928019001,8.73510140400941,7.62018538681254,7.86571561983567,8.81704656914881,8.95605759847732,7.70929534668795,7.50575204671147,7.80041867105353,8.68645701275184,8.6229563928201,8.0957495397758,7.99216643095015,8.02179809675556,7.45532175287696,6.49470062791742,7.15353166182307,7.06371938681845,6.67398740653439
"RP11-631N16.2","RP11-631N16.2",183.658548515815,0.135533870314927,0.0842099665180428,1.60947540913565,0.107512427853223,0.2226782369371,7.24990209381769,7.57843336077013,7.473699748424,7.44785359758375,7.55637280783961,7.23534804659206,7.2570113013671,7.43034330807704,7.50888714014039,7.47849897063078,7.62840186307369,7.40832738306563,7.60409532554964,7.53110580287948,7.43643531319173,7.53714386670254,7.32612811332342,7.52001434605189,7.58918099513076,7.6138908295076,7.05708624823086,7.5562094877063,7.70265598407912,7.51940204980427,7.70782563938902,7.42905936503935,7.62577695350696,7.31407044573087,7.51285788511765,7.680935104926,7.5953785653405,7.86653527993796,7.65296451738492,7.42238058113544,7.46639195698737,7.35357917572394,7.66483649239276,7.42016411343032,7.50679547168351,7.56701208813243,7.49854845750473,7.5391802290012,7.6031465345671,7.49412840584992
"TMEM163","TMEM163",218.332494221781,-0.246551479158162,0.153195776423718,-1.60938822801639,0.107531477737823,0.222689685033511,8.05170788733849,8.19798127231224,7.54638152418856,7.96330562916118,7.45951685103083,7.42738352735156,8.15396067114623,7.76055330749444,7.6944844214981,7.91358732110149,7.70576623853978,7.77307187003073,7.99814567880024,7.50074594791699,8.20235245521283,7.68712304105728,7.9291197053442,8.00762340168567,7.65387550107177,7.77769700446315,7.69292638158943,7.98245066132809,8.22706166185515,7.17388636482859,7.58518537842877,7.01455386407496,7.55482076166511,7.90468374249315,7.74924323961486,7.56760165304356,7.89805737183964,7.58436668300953,7.56499522637831,7.42483343892001,7.72935672659357,7.61423307132763,7.92651801165264,7.79010044887418,7.29171191201876,7.38997514014493,7.14099244487187,7.80829595462846,7.64660436807823,7.52400640826557
"SPG11","SPG11",2504.10709072436,0.0788134221096728,0.0489993063084632,1.60845995683127,0.10773447941729,0.223069778756243,11.2786075368056,11.2921260865647,11.1604745476895,11.1684529246116,11.2174122737513,11.1358618722072,11.1344303223829,11.2911467999204,11.289878969392,11.3100463175134,11.4287809336222,11.3411584043452,11.1733450149055,11.4303026582258,11.2754090613419,11.2327631686995,11.4637977388991,11.2690388414376,11.291229410231,11.3257286750986,11.3411275595532,11.1968934625619,11.2536434040071,11.2482673073275,11.2606182312371,11.2552961001139,11.1593482577401,11.2187006938367,11.2825459186867,11.3360649163814,11.1845902169334,11.2354827902871,11.2373098821172,11.5442510952462,11.3770551990941,11.3605072489274,11.3997045367495,11.4175693796152,11.4464609461244,11.2331521186446,11.3180182589913,11.2529773123694,11.1674917820158,11.2455368322388
"SOS1","SOS1",1497.72477282293,0.0857853724122879,0.0533350121047442,1.60842510439137,0.107742107130626,0.223069778756243,10.4680227213164,10.3327447963643,10.5857175371256,10.5126206169767,10.6624519245534,10.5355174090707,10.3379165915614,10.4876517062098,10.5765490976143,10.5556421165453,10.641897336073,10.5053305258838,10.3089025702049,10.6897127504586,10.4584711406579,10.6439328315553,10.4453441475727,10.556367935253,10.6087096163759,10.6091441186477,10.3301167170348,10.5910249743517,10.6159327869411,10.6132710082635,10.5782739780535,10.5107179741471,10.6577185718176,10.6141206176556,10.4947531204583,10.5892309044429,10.3262740625042,10.5531133991243,10.6274551153042,10.6122793318024,10.7031752815255,10.6663815869346,10.5691711872355,10.4434751584371,10.5088456771922,10.5939164458357,10.4243964718745,10.6487444943332,10.4448765755346,10.5692986514675
"PPP2CA","PPP2CA",897.571010768128,-0.09051143857945,0.0562966532197048,-1.60775878143622,0.107888019072064,0.223332380324766,10.04579279754,9.62181378395727,9.8585479335685,9.86135825955881,9.77676961717498,10.0119370485655,9.96761289007412,9.70875561325799,9.76830466192541,10.0465972608911,9.82233225423258,9.78715135284906,9.61771045106274,9.77686634064704,9.69089707137179,9.65900836365462,9.80058979423545,9.75737290778842,9.69755029108339,9.76244745946342,9.93591886071826,9.73040304343578,9.75903307609938,9.69280769228136,9.60964438001472,9.8875368133811,9.86768227413775,9.85241439705642,9.70083895895325,9.80519148534223,9.72131145297012,9.84471687084784,9.89728565350903,9.9591566131359,9.86661355537108,9.87952350531481,9.71568065714185,9.84895263377486,9.76296904926763,9.78638924398972,9.75837168801413,9.82084794116473,9.73606960686121,9.7895476582257
"PSMA3","PSMA3",436.890095673006,0.126765783922472,0.0788503226115086,1.60767616065492,0.107906122334243,0.223332380324766,8.87668878166723,8.54053107739315,8.75412239439377,8.79549077558003,8.54060956337782,8.84492800531288,8.79386750762631,8.81698315467326,8.61556633580276,8.72123311633883,8.74421261104681,8.67275889434692,8.38583082755372,8.9145379160796,8.5008081094806,8.6723303035378,8.76795213625739,8.68171217924561,8.87750037022678,8.9348224292423,9.06705972107472,8.73933084016149,8.69610267291272,8.71432109128966,8.68415212070476,8.98437661526938,8.630664743022,8.90935950508011,8.62903118066874,8.7578486475278,8.4875037353525,8.83765118896922,8.79756311459403,9.10380743483334,8.80879996647207,8.82665273476202,8.67695657807279,8.90691164542428,8.90285313027332,8.8342445880224,8.66089741539732,8.75755150727056,8.62574733069422,8.72732888689679
"GCSH","GCSH",53.1373494233926,-0.162364905863014,0.100994544458345,-1.6076601635644,0.107909627777761,0.223332380324766,5.7134226270136,5.73235435787276,5.78782434951272,5.96751999476595,5.64328478562579,5.8956236540397,5.80334626398328,5.59653078921625,5.70941124439326,5.75423642467797,5.81875223326142,5.7214977545221,5.81350962343709,5.66921811170756,5.55260076382111,5.79853799625103,5.60148501337998,5.76229670161469,5.61655952603739,5.7158930055727,5.64161954576213,5.40099060840728,5.51224107015299,5.74241749198579,5.71217513911418,5.75297452006435,5.78725111641708,5.95306250648985,5.7055748909575,5.66015096652975,5.66862437667202,5.7704466577733,5.88509913892165,5.38606823749014,5.70536897701678,5.38341729974714,5.68753367173008,5.8014677742882,5.71784957836222,5.76938772315232,5.89398581248585,5.82544922286831,5.60730934750851,5.70867355590684
"ENSG00000184545","ENSG00000184545",85.8648402990914,-0.45830003110588,0.285115581051195,-1.60741839999123,0.107962616423445,0.223413969246204,6.42584184521855,6.47934844535984,6.32080136813671,6.5339125857724,6.51156651717012,5.71364527189988,6.00687969870277,6.35488265744813,6.72588577512846,7.22287920650875,5.94992945573516,5.79419695846584,7.07064745310768,5.55520499729087,7.08196151335761,6.50681078392802,6.32715521015379,6.2492467181183,5.98517058684983,5.7087464441823,5.97074665332033,6.24447971942434,6.11768395446728,5.96384754895496,6.21078354728985,5.6847555853189,6.35819251537253,5.89391549294734,5.99872046338665,6.59357577327074,7.32020988749424,5.5699377131692,5.68942790871622,5.86963603719522,6.39765956698885,6.36672233486749,6.13960405389434,5.82423116671401,5.52716089951447,6.05087878660613,6.29087292068203,5.7227039996983,6.82033951046938,6.54463800376829
"PCDHB9","PCDHB9",46.9580310071124,-0.316020112934743,0.196624879254869,-1.60722343038346,0.108005363981682,0.223474347788709,5.5180211355237,5.32603130052648,5.53722765886492,5.75839451150725,5.70601006867567,5.54483495877487,5.625836386683,5.45983536813798,5.84911153780523,5.73985412515295,5.30770411331635,5.26890790717565,5.92538766082536,5.17177096218112,5.66598750849326,5.66479895644093,5.1127020738851,5.54460756805358,5.18849951240957,5.17036347365232,5.14159695672961,5.19167434396488,5.473619448219,5.38529858327098,5.55252974717325,5.37447060960653,5.8085149285965,5.51637543841645,5.32335523467633,5.53716862768924,5.75137367097249,5.37998200333617,5.47665748792784,4.9377783424437,5.30743273853934,5.53472520291566,5.37476124247881,5.20253224631247,5.1070126455239,5.54064137055368,5.27781952584796,5.8314761784046,5.94429661969564,5.94480747576676
"UBFD1","UBFD1",518.926931466684,0.0789667184591715,0.0491667639224137,1.60609957132389,0.108252034070781,0.223956595110255,8.81099321171219,8.9280242827457,8.9573874205897,8.97222586069077,9.12335742925586,9.00023182537163,9.09328166352891,9.00675680421378,8.94046203413529,8.97459865405585,8.89688062569832,8.92022429393189,9.09895817437514,8.90482421142857,8.93677031879345,9.0168372614228,8.96143420253739,8.9197536197797,9.01258841497381,8.98948000984278,8.92425821109931,9.24332660680338,9.19334332792777,9.04286639693621,9.02433951490039,9.05059300838991,8.96080656497699,9.08888248508885,9.012986917738,9.03586205259268,9.0791485036296,9.18304386183289,9.20926034486459,9.01110214695315,9.01618322067317,9.0374061927376,8.98465666354122,8.95763775128347,8.9842889431011,8.95871553813919,8.91061165625547,9.06063412467147,9.10741684130413,9.04516570285805
"RP11-440L14.1","RP11-440L14.1",132.676187325898,0.24779448006002,0.154299483696094,1.60593201042767,0.108288849319755,0.224004618841569,6.55705051718195,7.02352241558075,6.6949602350887,6.90537605249382,6.90447392112027,6.57772834663287,6.35371271663863,7.20857679208875,7.18085649971856,7.17821325675889,6.86409370188357,6.58426788020413,7.44570938520016,7.14987995504588,7.08144174031196,7.12998051780777,6.77213350467036,6.75150380664534,7.13156719066232,6.9932459049265,6.81711071459294,7.33317397611779,7.06231189996412,7.10815970879593,7.42472287270509,6.43439949195496,7.02708196485495,7.00788742153769,6.9447212562589,7.27493792663425,7.28189948877977,7.26396479729026,6.63160234854641,6.99381186494419,7.34712283432279,7.27632040636107,7.07477002523209,6.74591480666438,6.84321673828675,6.98226873504889,7.11001948543287,6.93373836512017,7.26868157738427,7.07640854835025
"TMEM167B","TMEM167B",483.729868705947,-0.119788794375848,0.0746120761451911,-1.60548801969731,0.10838644761424,0.224164679445151,9.10778468509218,8.80475548431707,8.97693112236657,8.91836350327113,8.92654580488987,9.08325754386038,9.08492379697158,8.90720094808966,8.93842358211796,8.94645037234762,9.07997106003478,9.04583108881917,8.63173173512063,8.94049349396819,8.80611444120892,8.8045000591078,8.94769009269208,8.85100066894436,8.92701518506794,8.85268643565574,9.14129793444665,8.73985616608644,8.78100869143125,8.814922772636,8.80352563392943,9.06900773295086,8.88961578160291,8.88147784079277,8.87060641284833,8.7371358677389,8.53367459415415,8.98523343548589,9.01972111532264,9.23819383387962,8.81858309348979,8.69533884099313,8.78622098954733,9.02339604428912,9.02901457884369,8.96978293020078,8.95890893140314,8.82587471889302,8.78107643881406,8.78170013393779
"CASC4","CASC4",1457.17589808821,-0.0972361550462354,0.0605660600262969,-1.60545617469614,0.108393450474966,0.224164679445151,10.6224882043365,10.410484949562,10.6295651354676,10.5260460856088,10.5380961628123,10.7475327671958,10.6933555268867,10.4822271917514,10.5687171587607,10.4329971593482,10.5208615275867,10.5993754354131,10.2907446207696,10.3012355410974,10.253610254842,10.4052511815518,10.4994858934857,10.4897383916861,10.4545661873075,10.4021886324311,10.5391504505956,10.4599413966417,10.3864484763982,10.5779144934218,10.3512743325881,10.6932917333393,10.6806240689708,10.494157342333,10.458785685844,10.3736186244016,10.3635541755358,10.6419790030626,10.6082985476614,10.4335421026961,10.4244402290808,10.4694142230057,10.3619209745126,10.5358461895058,10.5206118842859,10.7010411947561,10.6026706768194,10.5050842385907,10.4573823087382,10.4560136787032
"LRRC37A15P","LRRC37A15P",82.3581434518421,0.198988550147049,0.12398292461878,1.60496738368526,0.108500982773351,0.224358888035101,6.29732697372911,6.52135867622087,6.01750510398101,6.42565807944,6.28725833897193,6.11425873975063,6.27153639568468,6.34788528974268,6.23525668400007,6.10863069062551,6.10682538222232,6.53005295359979,6.17726939810726,6.41764332854719,6.77348970743851,6.4027055495471,6.68207048026786,6.43180389217243,6.42368397050642,6.31332491001371,6.2888294778934,6.32697494778309,6.66838923352739,6.13013996309579,6.18821293412552,6.17996151515952,6.19253255902845,6.35381741451928,6.37600061927253,6.15390806194871,6.31111096670966,6.25500119726538,6.18562545048803,6.38281758911025,6.40077287928362,6.23246207455295,6.33121177655595,6.06676980221585,6.84306345084354,6.45842810361239,6.49890669055899,6.1772022954774,6.26280922937262,6.37111418443517
"CTSD","CTSD",3857.84891702506,0.393242167162633,0.245101724395078,1.60440391895721,0.108625047744036,0.224587229911962,11.811160946622,12.2374643762092,12.1310341182665,11.2486958944023,11.0811729453267,11.3584665873586,12.0387466483535,11.6168926146494,11.19335406177,11.4830620718015,11.2037857829406,11.8969183053629,11.4052921285665,12.4211791481484,12.3930624189662,11.6899624558547,12.6608251851812,11.9513314262495,12.7997166161322,12.5468500103322,12.4309279970983,11.5764450886223,11.3686839354823,11.3604037364472,11.2041983236391,11.4919662090812,11.0038179323809,11.7788618961535,11.7138142248399,11.4073968306116,11.4503778219573,11.5498719143251,11.5628765157724,12.4554447740523,11.6257668665847,11.6122655399602,11.2234391624731,11.2501625643878,13.0083819004679,11.8275495664448,11.6144371303689,11.654156112864,11.3714860043961,11.219391358167
"GSTM3","GSTM3",332.418130464074,-0.392361012126781,0.244620820110898,-1.60395591817943,0.108723769665472,0.22474108154585,8.26709240361994,8.24319247570768,8.42529881623186,8.30348114312859,8.73289708141634,9.18046102218416,8.95911654433461,8.39715313069413,8.82877905494813,7.83836255105407,7.74764174521617,7.80455611227489,8.39955004344829,7.76612528799973,8.1169376666312,8.09236275702658,7.97359272563713,8.38474671772371,7.95391380114646,7.94239175972045,8.5502135170786,7.73683714558115,7.71700073186651,8.42357976351527,8.55506350783573,8.64638266071231,9.03342484909567,8.8810703264967,8.71349258516975,8.28942110298978,8.25362005392372,8.12661356027201,8.62075670722908,7.30701623905703,7.49745462208955,7.50513618997673,7.83565780740613,7.72104759168799,7.00468655393233,7.75888386689981,7.95228892734559,8.6469863054982,8.58753896865682,8.44994414725095
"CD83","CD83",805.028893530085,0.328187314512821,0.204612908304632,1.60394237700883,0.108726754716771,0.22474108154585,10.1241140288295,9.99809564639883,9.54911896819547,9.15323198597058,8.98041912379303,9.10892924910007,9.27195433462457,9.37570603182315,8.91225633614831,9.89575960960681,9.32659210017476,9.34365712579565,8.90052756882021,9.83096598825268,10.6073705100988,9.85059138950323,10.2309417253521,9.88987562024855,9.83956972231831,9.78683708246252,10.1962755838065,9.59355283196549,9.45436643578953,9.0142358193341,9.34943436737731,9.35128577416675,8.9528705958669,9.43826278027107,9.333952096015,9.94501661929428,9.92906976192545,9.33514542062996,9.06822537975476,9.67901658385437,9.39760149999176,9.35512755483892,9.37985350304986,9.32812556702524,10.3155546028452,9.33069239621866,9.50182332959725,9.4449078266811,9.44328442380969,9.15192590931251
"PCDH17","PCDH17",1468.71344674138,-0.293514399266839,0.183011941088566,-1.60379917026724,0.108758327556571,0.224761016478328,11.0251781263662,10.2396196763956,10.7215498146488,10.7448064989797,11.0208151351894,10.7187339467344,10.9167115620572,10.148646017128,10.7305438989889,10.411506452355,9.82267826839557,10.4385023114941,10.4427638867345,10.48640772842,10.6816266161657,11.0703381674954,10.1124187103201,10.1190900608893,10.2712479083506,10.2695295039133,10.0936483231516,10.6331199587098,10.59818906198,10.6543669076244,10.7990705118834,9.63484616221483,10.9336546409379,10.3203036293763,10.3239567827696,10.7838670759174,10.8513197455277,10.0437238145575,9.84269923270692,9.8226740083093,10.36328515528,10.3444253431718,9.92670808664053,9.86232497069394,9.68902651039186,10.5975234255163,10.4418302832629,10.2982344042685,10.5872091043805,10.7704398601281
"ACSL4","ACSL4",1798.55883414441,-0.179127492573238,0.111691173706492,-1.6037748250722,0.10876369567135,0.224761016478328,11.2807765610891,10.68162310097,11.1155617951185,10.8430056688267,10.4641127000893,10.8609670800736,11.0884034772223,10.4730508995867,10.7933768039899,10.9371654354265,11.0436887471072,11.0289353672647,10.4369821168898,10.8068250845474,10.8536245583483,10.6303612130333,10.8478874715199,10.7965513431889,10.7531870953418,10.7751231186148,11.1746013726764,10.7215901046672,10.753415866676,10.4319221076592,10.4416913557259,10.5755064653287,10.6287261537026,10.790314683076,10.5836879450452,10.5751700681311,10.3772430277097,10.7698771815258,10.7060341486771,11.177967126763,10.9141240697717,10.9639291730361,10.7366739922382,11.1106861038807,10.7950865526433,10.6252411471461,10.6632024649396,10.8580962672796,10.6955089797957,10.6388501659915
