"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SH.TBL01NL","SH.TBL02NL","SH.TBL04NL","SH.TBL05NL","SH.TBL06NL","SH.TBL07NL","SH.TBL08NL","SH.TBL09NL","SH.TBL10NL","SH.TBL11NL","SH.TBL13NL","SH.TBL14NL","SH.TBL15NL","SH.TBL01C","SH.TBL01I","SH.TBL01E","SH.TBL02I","SH.TBL02E","SH.TBL04C","SH.TBL04I","SH.TBL04E","SH.TBL05I","SH.TBL05E","SH.TBL06C","SH.TBL06E","SH.TBL07I","SH.TBL07E","SH.TBL08I","SH.TBL08E","SH.TBL09I","SH.TBL09E","SH.TBL10I","SH.TBL10E","SH.TBL11C","SH.TBL11I","SH.TBL11E","SH.TBL13I","SH.TBL13E","SH.TBL14C","SH.TBL14I","SH.TBL14E","SH.TBL15C","SH.TBL15I","SH.TBL15E"
"TRIM41","TRIM41",246.251489416188,0.177382576656832,0.0775049230869767,2.28866205644474,0.0220989952440081,0.0701612210677321,7.89872702466834,8.00957997935615,7.69744978031767,7.77239162082359,7.76732886333928,7.62895132046666,7.98499506665348,7.88795792567735,7.87468954512069,7.92279047612406,7.58983347787868,7.79003361773481,8.21885316530864,8.08733450018821,8.1379860794282,8.03948603995121,7.89401104232703,7.90051330164041,8.02902714923988,8.08776881714396,8.00966485023314,7.97228219136487,8.11295562193438,7.9572088968229,8.00463836295123,7.88087063954965,7.71056459917041,8.02800655729165,8.00854243510553,7.78530553740377,8.12567704204612,7.99265142827658,7.80514033974764,8.08582655922398,8.02441468343336,7.99062751645197,7.99424050375592,7.83101046995814,7.80867450830636,7.85842881204803,7.99293249048778,7.68242031871826,8.01876042445833,7.94210079710831
"RNF169","RNF169",1070.30462962916,-0.0823892988328537,0.0360076858748933,-2.2881031321788,0.0221315158928375,0.0702509259296932,10.0223172611224,9.97821031886276,10.001266008234,10.0634814184799,10.1090866241484,10.1443837451793,10.1715836717266,10.2333666861814,10.0793009995262,10.1026383106009,10.1008799684547,10.1842607899326,10.0762486967191,9.97215467587244,9.96325074336255,9.9404149129076,10.0743218313549,10.0706312874455,10.021206045443,9.97229505482198,10.0592229009025,10.060061017712,10.0715753684965,10.0619902310895,10.092009745311,9.99339881831488,10.1058005779159,10.1374557421124,10.1271870259327,10.1312382065708,10.0765834647192,10.058413066561,9.98556046548267,10.1707875780471,10.0400708395532,10.0711937120923,10.0200406233114,10.0470704032906,9.95143437698632,9.97977073230672,9.91110553181281,10.0919452167358,10.0575695297501,10.0730227069152
"KCND2","KCND2",35.3804417060585,0.683304184988343,0.298681889590613,2.28773222884358,0.02215311963379,0.0702943423752021,4.77968495356359,4.64046461190524,5.06164193841637,4.83084504234651,4.70660092070007,4.92907405688321,4.73975373781329,5.0437557663576,4.54100823626219,4.56586210448095,5.22368861103,5.01638908212012,4.6484152192755,4.75017514262382,4.94250861681785,4.7922570733049,4.58798907756286,5.11279047429733,5.51229097430223,4.93904310895689,4.60537349337784,5.51685562509787,5.24206671812888,4.56568471122028,4.7960594260075,5.58558341099836,4.8507552299705,4.93663340448662,5.15657542640055,4.94351148002769,4.71540908813243,5.49931636143614,5.29306310568105,4.83781663035857,5.08450819724579,5.04006998450461,4.51556788666453,4.58644885357305,5.70213547582863,6.08028121864826,4.68664637985312,5.1107089201955,4.95973872210241,4.64047860337486
"CDC42SE1","CDC42SE1",1666.12553855697,0.166531929387836,0.0727937870621679,2.28772174259341,0.022153730685408,0.0702943423752021,10.766535690773,10.6050204834251,10.4927060496745,10.4131340663795,10.5529857147459,10.5802160209868,10.568887089934,10.5068876958743,10.6317771902244,10.779771936134,10.7953063079497,10.6575930688707,10.628257634402,10.9199684384425,10.9770122253743,10.6443419073513,10.6159786388848,10.5575176675017,10.6129296807108,10.6302761515863,10.6940887265072,10.8215042191588,10.7792180944916,10.5592561900412,10.5795679358433,10.7118275720584,10.4377810610946,10.7121138929355,10.7111217994965,10.6472473213689,10.5780370930886,10.990849352032,10.7721310694796,11.0722050296223,10.8086369176739,10.7945490218963,10.8073244076246,10.8821739459183,10.8552169748412,10.6155742054136,10.5961602366655,10.5814059300428,10.6880846050618,10.5988627609426
"PEX16","PEX16",172.136342594762,0.179620036419284,0.0785219337572988,2.28751417373987,0.0221658290925481,0.0703191819487733,7.55598459842324,7.44091197470286,7.2954482944015,7.3281427327059,7.39782042472156,7.30516511713515,7.40344221720882,7.23042422119577,7.2792095491924,7.41065625724142,7.17645593754079,7.37867304449795,7.26072045778181,7.49655512391822,7.39701779150051,7.39553116686386,7.47813592381745,7.36703882395487,7.50308364454864,7.25568120175757,7.58877168301263,7.51730839743101,7.51702343713136,7.37583946816398,7.39738159364465,7.70834257425598,7.01412930486963,7.50344530332492,7.49622543556676,7.39367750493243,7.46275514116927,7.44504998310006,7.46225913596579,7.70829844295072,7.56885104126792,7.48455714496469,7.38705262883662,7.68543516257176,7.45870385650556,7.40114822545293,7.34210930154442,7.30215640649607,7.22694684780443,7.32665768702306
"VAMP4","VAMP4",383.599161942234,-0.196139674108647,0.0857818247242357,-2.28649454286128,0.0222253430176333,0.0704944046252668,8.81304655527531,8.66531967909459,8.58890271661696,8.76237806235549,8.4813341075349,8.6809214412563,8.60522817841451,8.47697465021335,8.88967316873276,8.53407024445889,8.63728470977005,8.83177475164583,8.49144126801128,8.67604877862434,8.34632211337227,8.60815472982316,8.70571490783694,8.51492976375833,8.63062093860025,8.6083062436101,8.77747703599881,8.2366017335933,8.32161310000114,8.44830687512609,8.28147980048424,8.39479974794702,8.84460518514423,8.37038565373019,8.45397513909437,8.46182148298442,8.40447105676512,8.54678351555227,8.44929009517713,8.41422030936744,8.47419836158534,8.47376100315539,8.46789956819307,8.45316937738638,8.45109765516314,8.782635376126,8.82407918182035,8.58731727657444,8.55676943370753,8.74719146573841
"EMC3-AS1","EMC3-AS1",55.0093011695001,0.258102107724657,0.112886246355574,2.28639108888142,0.0222313891884507,0.0705000033035635,5.39422265567144,5.89884827140001,5.53849098261341,5.6296721038281,5.69317832550456,5.4284063967296,5.47433435920906,5.75949730661071,5.83672728263581,5.77901009047666,5.91573816050245,5.62222141824869,5.78171568632694,5.90588761278646,5.72082981591823,5.80122140012842,5.75046014805601,5.69234936554255,5.80929937691059,5.74064113883146,5.5182700352472,5.9478588092673,5.90158520692844,5.87664905480143,5.89242513149259,5.4778465351213,5.77831195887476,5.66418591998454,5.73032032834207,6.01472644917712,5.84580652504147,5.83884508493261,5.82720499013566,5.81636531328401,5.92529192608335,5.89692756795458,5.94222057837978,5.67521436893685,5.59205782338384,5.67594307496312,5.67138309203849,5.82890249536133,5.82460785630571,5.94844235263756
"SPHK2","SPHK2",117.032181261147,0.250195235987886,0.109442179657344,2.28609514879209,0.0222486927421486,0.0705412922752607,6.87420829209572,6.97096274221964,6.79015021970976,6.92523145720625,6.84104384524161,6.60555841922305,6.59642346407997,6.72814717934053,6.71124885511252,6.72392278511811,6.34200507488511,6.69026346236905,6.95706471377,7.25034709713096,7.18792157871182,7.11006989016459,6.93279303991328,6.83331105013315,6.91076535963507,6.80585866423551,6.7038097349617,7.19696523136145,7.05305064338751,6.99222717316304,7.04890884831276,6.66413848948985,6.78829553350901,6.78848781362269,6.88740421807086,6.71117811266033,6.97098790547638,6.65559943049866,6.72302002913366,7.03131917567342,6.87429865435592,6.98039832796391,6.8015222952304,6.81398835080624,6.77327437833411,6.75198508355336,6.8651995996906,6.6485960329464,6.84497922257314,6.68747879078029
"ZNF678","ZNF678",438.106917719033,-0.162232871304825,0.0709726173474152,-2.28585160542531,0.0222629414545056,0.0705728815924541,8.91744201575319,8.58415749689259,8.80057215252053,8.90375752214381,8.89729173475389,9.12800855035533,8.92941909458138,8.7223941864496,8.95805026900018,8.66432284375669,8.74245818360703,8.95135924418611,8.56454342304721,8.61836531354331,8.50855902021739,8.71239639833101,8.67248026922348,8.81529345957331,8.63686241903485,8.78726183132987,8.69286895577782,8.6810631275531,8.59248859692004,8.86914107439598,8.72838271507872,8.81953573678217,8.9455657890208,8.8547961150202,8.7814770567736,8.79299301683935,8.64010434249727,8.76502865122309,8.83861580147376,8.62628266750013,8.71220347990405,8.76290879719001,8.63147299842844,8.78867894808195,8.42724406769999,8.76354983200067,8.82743731796454,8.87276134857128,8.71196548713345,8.85831148152755
"CNOT11","CNOT11",352.068702997382,0.153557321068628,0.0671931730893864,2.2853113494782,0.0222945779177997,0.0706498874387045,8.52607423352794,8.35084962588473,8.40410956472837,8.28667634417209,8.3317967070046,8.49652198224592,8.55936447784385,8.32586494036856,8.26480697053677,8.32659731767931,8.37690209428715,8.50023895419197,8.22824787285934,8.49719882286475,8.34735994296373,8.33736960762942,8.43990026338352,8.49245390820001,8.38276069442944,8.40650446604581,8.57593604788001,8.54085225034527,8.42711118274033,8.38159199884561,8.46183155135006,8.62802961853911,8.39980764825977,8.49766031392537,8.50646714658227,8.47779864342464,8.24585849933135,8.63908803828233,8.7187820454607,8.68773525102335,8.36831044045115,8.48165720648483,8.45378524217993,8.74632270202539,8.66401655313421,8.40897746367729,8.33665327852333,8.41148360212336,8.42294199838163,8.33685513169308
"ZNF502","ZNF502",145.185082269382,-0.216286127467602,0.0946427382930571,-2.28529025436565,0.0222958140040653,0.0706498874387045,7.04382769904524,7.12694584323646,7.12327456489771,7.27886883822617,7.26789054104921,7.51491387389164,7.32199412228559,7.33928489262062,7.31319373392022,7.12536814846355,7.45277722295212,7.28328750307146,6.99306347682015,6.96737595739682,6.65708931607478,7.18668585680269,7.118578925651,7.20461211771484,7.00489848599606,6.85132324439159,7.06246539794095,6.94978050438981,7.02011494384186,7.11916134953847,7.2309197968951,7.15486568383859,7.33830298258479,7.40786984802945,7.31291891416074,7.27357948673936,6.98228137317539,7.1289812736844,7.12214288527573,6.99397498729282,7.09340988757982,7.08933746205516,7.26165501123592,7.32383488816285,7.07942511297991,7.32483445717578,7.29244383991523,7.05893546034882,7.11476206906477,7.07954512694246
"PDGFA","PDGFA",320.291928223068,-0.317504967468156,0.138945176011126,-2.2851096855837,0.0223063970255515,0.0706698242048445,8.21685082142145,8.31112047133177,8.37581243579053,8.83640560366527,8.63575904724135,8.57749183621523,8.5072991218537,8.20766681808823,8.5409553483783,8.28157316290955,7.86752654797727,8.1618446655106,8.74912750306244,7.73920439959114,8.20673260832202,8.23791771705482,8.10348862185079,8.32649657352021,7.9797988223552,7.9796637065116,8.24613208865139,8.13795261498475,8.3337591380573,8.26980834949683,8.29672282971048,8.34002456151713,8.72152938205163,8.23255419355734,8.22113330395166,8.3682284163101,8.6182026287705,8.33293829441338,8.40108795644102,7.95734074032472,8.03606852302547,8.10340309015472,7.83723897769736,7.74060488047252,7.70106225565846,8.30730086903124,8.31094635256388,8.23376571153996,8.54143475283851,8.66113578006502
"ACTR3","ACTR3",2866.67407473469,0.263445282296982,0.11529955537855,2.2848768274261,0.0223200511422836,0.0706912808232826,11.5893498614206,11.1675710091622,11.437863679898,11.1274580651375,11.1363886797495,11.5698280205282,11.4265067570085,11.1634618179783,11.2868444731276,11.1884699304479,11.7009846976242,11.5001361140122,10.9214169367662,11.7779256514006,11.3302235179819,11.2331430846492,11.5553798465664,11.4431045975513,11.5557452685786,11.5476263231536,11.730810061292,11.4745654081038,11.4016002288221,11.374602020871,11.166959463384,11.8099867068752,11.3281015605138,11.500885779923,11.419482363266,11.312910224508,11.0055549742635,11.8201400589622,11.8161408322894,11.9182623973107,11.4305612861178,11.4413976732373,11.4171189050204,11.8464721106609,11.801276320392,11.5561190510319,11.2708109124559,11.5760007549638,11.2775609765036,11.2397215095876
"TUG1","TUG1",2342.66349098283,-0.112924787731234,0.0494253140106549,-2.28475610103134,0.0223271330427362,0.0706912808232826,11.0877285235376,11.1888813321365,11.1388011090167,11.2891447473552,11.3516256484204,11.1547393716792,11.2822116559264,11.2493475679053,11.3444062196613,11.3479815553267,11.2139749435989,11.2423508235189,11.2334177138711,11.0865975976421,11.0585180833925,11.2033048153769,11.1227865896575,11.1780667987378,11.1436098917751,11.1683674578063,10.9815363762455,11.2438395331283,11.2584511769367,11.269998689917,11.2344584399869,10.9452255936699,11.2983236956662,11.268664267876,11.2094606911784,11.2560334813995,11.2276086990005,11.0690145952019,11.1090349063923,11.0098778663285,11.2174317234817,11.1914465928106,11.1941458235006,11.1319712155788,10.9264529775584,11.1793004757075,11.246734719455,11.2432276991386,11.1723126171989,11.2626030917259
"GORASP2","GORASP2",403.63169963809,0.151601699559192,0.0663542046501486,2.28473388172624,0.0223284366566218,0.0706912808232826,8.58313210815758,8.55522501271366,8.64467556763041,8.6398715447801,8.48744287973632,8.67455625273079,8.75868596097192,8.58976853789425,8.47791284910144,8.53132159121085,8.53385238743274,8.59222494532458,8.50497971152465,8.70719718763011,8.54718216905016,8.53820253665358,8.55563767625516,8.57061894450935,8.72757331131965,8.68974267713062,8.67207220930453,8.86326442509271,8.71917003796499,8.59599760117769,8.65129064323831,9.0171456407641,8.62317617411258,8.7928579908935,8.63059518508917,8.54641820180782,8.57819637549219,8.85844611480556,8.83146594184175,8.81988600679221,8.80681089403398,8.81666238843565,8.63732256692228,8.48991136011341,8.70300885753803,8.67998263575961,8.47668511040502,8.57222140403829,8.62075508130776,8.47162634948505
"PRPS2","PRPS2",310.038434016486,0.283254762330927,0.123978896125797,2.28470143856998,0.0223303402260576,0.0706912808232826,8.4377016447355,7.94525624838585,8.29702381985133,8.04375940960822,8.00376508990901,8.34028714559052,8.25607227420407,7.88084811740319,7.83693798104207,8.00333563320396,8.44656477496547,8.23471460140803,7.71511361775921,8.54440701540302,8.24626665546014,7.94692419511917,8.05257617877709,8.18452485299796,8.29389311564656,8.30464266281872,8.36821576405709,8.4163130910923,8.29294076113898,8.25624918425887,8.04895055160479,8.46846726883595,8.14780040212184,8.32989825543659,8.26824656783216,8.07272769893861,7.894142202377,8.58011921325809,8.56625561732239,8.78769095983248,8.31469671022284,8.34341725423097,8.14536757983655,8.57330982233549,8.61265167683269,8.37244256295352,7.9791182679657,8.39254870779781,7.95236031070678,8.06839466041253
"ATXN2L","ATXN2L",866.963125905435,0.267350596848333,0.117048197897241,2.2841069034061,0.0223652489708284,0.0707593940277295,9.46218322082897,9.90130471764605,9.50555688628353,9.66663675067178,9.63518350385977,9.07181418133712,9.49205200020587,9.64630102766428,9.62847422954445,9.86156598961095,9.41414589414792,9.42906955015489,10.0312859646412,10.0048608799699,10.185910167197,9.85032227227982,9.80930293675598,9.5977918028083,9.85365651357386,9.82216855934332,9.36133733272984,10.1635105601162,10.1012605772839,9.71593003786649,9.82950541690711,9.47101742648767,9.63529501939192,9.66205714475876,9.74515701200142,9.78036370762133,10.042902244758,9.66222800013518,9.60435956526478,9.6861741720888,9.99317061588582,10.0048009968958,9.7861987329826,9.26505256178135,9.93726295390784,9.60654763183212,9.71915430630533,9.56975008231847,9.85118804290724,9.61044906242052
"RSU1P3","RSU1P3",72.7440329547728,-0.462240124565351,0.202373740616242,-2.28409141995299,0.0223661587313014,0.0707593940277295,5.68251054765164,6.26668437277196,6.17351519070292,6.44212024408135,6.49676223199454,6.2301209025187,5.53992268314077,6.3273558691957,6.67636250361476,6.34688505500242,6.36036835677101,6.3432239523965,6.39476207662715,6.0357386752824,6.24894519757827,6.33853178532535,6.05272469489151,6.35081536542585,6.01239219050508,5.8473463115396,5.57308969453708,5.88924566678841,5.8283974832889,6.13830632555589,6.35262773076223,5.78618774568709,6.58329093699553,5.56529434582086,6.03547387644417,6.25896349860838,6.21614234773293,5.47641646262352,5.85645304775126,5.39083246396914,5.88644521309342,5.99337299740363,6.16276648435083,5.98551140991454,5.74421697952209,5.96389106686237,6.32440127343533,6.08332952510372,6.24035930797557,6.49455011606091
"WDR35","WDR35",430.066390555065,-0.204373553291877,0.0894770292392684,-2.28408961528401,0.0223662647702394,0.0707593940277295,8.78328902475002,8.44101736156495,8.9029310618758,8.95283879147367,8.92227106276377,9.09362693083094,8.85127830675625,8.92227174250602,8.82344754127558,8.87168164873402,8.6525274941108,8.73246914540081,8.67251602723966,8.42876517420349,8.35024889028382,8.58168435726144,8.67864307733822,8.70344212413172,8.51764714715082,8.58228380280533,8.80515318435624,8.70044599453576,8.63740638437643,8.82972869101362,8.63182726140911,8.88090724701699,9.03182504533048,8.72032883586157,8.91600889375332,8.74690692776053,8.62124410613468,8.62097322548904,8.67176797792652,8.45897504395271,8.57449899677789,8.55192056469154,8.77323911974985,8.95700349329981,8.37315248884455,8.71901877761613,8.82603329109718,8.82222306106691,8.68964373247683,8.91527640537032
"CARD10","CARD10",209.656735760217,-0.348313557598689,0.15249873131093,-2.28404233008674,0.0223690433148142,0.0707593940277295,7.7332679349572,7.79271310371457,7.64793329392862,7.8867111258105,7.90882187777268,7.88706274747492,7.84910143351425,7.67138103312943,7.95361776322803,7.90891668811753,7.30846910931184,7.75184878276531,8.21089689951168,7.3259417419904,7.53563617620089,7.85449615467929,7.32695885080902,7.81900611992526,7.36304014935644,7.58486108205765,7.41954900633797,7.37911956074678,7.64653372204901,7.79055552381789,7.81220291852532,7.35168680762428,8.13216255697738,7.55857941801689,7.63047543482524,7.76767301457504,8.10522141295749,7.11190355133422,7.40660894054446,7.02654884408992,7.65129069211147,7.50546138934583,7.5864119906527,7.28903001181075,6.9206046171522,7.71289398355587,7.98039855014019,7.62986876577464,7.84229994955097,7.93022977009586
"FHIT","FHIT",69.5328870970488,0.192586683778972,0.0843485996110571,2.28322325049871,0.0224172212269189,0.0708981753725564,5.88453695052305,6.18439428269527,6.05560252308946,6.09550789456449,6.00123061446805,5.98778192039193,5.86195206352161,6.13063952497172,6.01658502834883,5.98174197844251,6.1810712578611,6.0568412201705,6.13223963032885,6.30049315983997,6.17467316588774,6.12626921644638,6.23006654506471,6.10368544429919,6.31427655394698,6.37431370621315,6.0688381248046,6.11779490385339,6.13084447328383,6.0768603952941,6.07210204700679,6.12277719859612,5.82744954990686,6.12936785159568,6.08530692751531,6.00569710043775,6.26526291013144,6.03975396775225,6.02837707385831,6.09799774002635,6.16232743955581,5.94746355154391,6.19706697218016,6.19209299178424,6.16832640393776,6.05928299270327,6.27113757788743,6.23848456306623,6.08818107992216,6.06835257771539
"TANGO6","TANGO6",377.814893373476,0.0916131134878337,0.040129170115951,2.28295559621898,0.0224329840807576,0.0709344051155754,8.47288179226633,8.47403210281428,8.41853538927883,8.45457006448863,8.65384709246546,8.5339476406276,8.42888266753773,8.58675188787456,8.58678915444501,8.5676687144472,8.52951412636314,8.44101810045804,8.58286028506511,8.55599176186511,8.58267427334202,8.64593139960037,8.65384520669377,8.56773695857526,8.48536842397693,8.51251381703998,8.59550657742084,8.47332133938216,8.52023431992962,8.5926525159683,8.54597833087765,8.57773516280219,8.59895363782553,8.50596961539875,8.52693697472392,8.73435689112164,8.54948370779132,8.47880802927904,8.54346669248853,8.6882504991231,8.53389232298035,8.63043869312933,8.69950054581738,8.61090215134535,8.6012603733066,8.52654025337197,8.54798235357588,8.5598883206233,8.61910853230134,8.54099924469452
"PHLPP2","PHLPP2",330.196166920374,-0.208377397951132,0.0912809195274662,-2.28281440447619,0.0224413031096879,0.0709470876579652,8.22936226351058,8.34058257836626,8.40488680611924,8.53480380960787,8.76286597091347,8.36229595917236,8.24846810470304,8.24077679560806,8.741687022153,8.51894592930572,8.34182909214996,8.23753409048055,8.63411646669176,8.26906048605892,8.40594324879541,8.351820157263,8.29811501852859,8.22532735218577,8.18202086442479,8.25483623781984,8.24161769974696,8.33986690233858,8.21359525490443,8.32190578190296,8.50727947276452,8.05005181876588,8.62097345786145,8.09956009419173,8.18719152513627,8.36583974959502,8.56172248179905,8.1654146600072,8.25561791049617,8.06067277636227,8.33321824799322,8.24998776982519,8.28328698394266,8.1787800945662,8.22955499809298,8.27562456073762,8.41921902620367,8.34467530419523,8.6147988066702,8.62592987671828
"TTN","TTN",6646.43786163407,-0.492302983304164,0.215675503523931,-2.28260963929796,0.0224533726556562,0.0709716201330799,13.0717758318231,13.5570328845036,12.3258728523459,12.8777981410861,12.5270764818217,12.395115819451,12.7667072669315,13.4923141409544,12.3787061488837,13.0335549825082,12.5298364688027,12.7580151803025,12.6744372691643,12.3480008363221,13.2411219331614,13.1478012651206,13.3352036546805,12.9848929116359,12.6344349812817,12.7981537532434,13.0075616052702,12.1858108352711,12.3991628087157,12.290462423281,12.718966664122,11.7377273781503,12.6485446243894,12.1884695659759,12.141009904922,12.6151294712185,12.685003433073,11.8816315915698,12.0386826718666,12.0989076550193,12.7336696240201,12.6726980244614,12.6335994741155,12.3277614368647,11.2156493632701,11.7840087837072,12.3102443972159,12.2291757032883,12.5459306557736,12.2650886159963
"SLC5A4","SLC5A4",75.749070024159,-0.634171714364384,0.277892874057499,-2.28207260267194,0.0224850542058525,0.0710581217927422,5.4697835456195,5.93718404705963,6.14379350313965,6.26991097598695,7.07800535610044,6.14765936081093,5.55814568241695,6.50922012252677,6.93767039743094,6.67779078733549,6.11571363635724,6.10685136902724,6.44538853743461,5.62034471182841,5.62244167070696,5.8625719882838,5.66389392244718,5.89672365601071,5.98921512534075,6.12351980122399,5.92928782568489,5.77134972157652,5.67232527752637,6.32082629264638,6.81302630797764,5.5447604793408,6.543334457798,5.44136830627219,5.72651284119824,6.56598575134711,6.69198252893832,5.36174582997494,5.59930026101315,5.31138362584273,6.05489308238518,6.12681367181479,6.05166812681787,5.76282598359403,5.6413740111035,6.0594340441787,6.49251185840266,5.95320214233349,6.13802650865178,6.39260430043678
"MORN4","MORN4",37.2968578505458,-0.279630128494205,0.122595092374549,-2.28092432639871,0.0225529251797863,0.0712589355066617,5.14003617301049,5.33746311231833,5.28768147176246,5.40719979813637,5.25478059007255,5.01258561704795,5.0288512855902,5.27392202270829,5.43344911828093,5.27065896431087,5.35955647237158,5.26201812706341,5.43366687532377,4.96967619093706,5.15536692348719,5.10722561727783,5.22409103687251,5.15203539416854,5.16718594142479,5.05553368388839,5.19942972770157,5.07545043594784,5.17322862785591,5.2566411912976,5.5105403577132,5.09761351288775,5.18446148633588,4.98429322991337,5.28250246443889,5.20155059048653,5.35886960283412,4.92986531471472,5.0187529487781,4.97643080454393,5.13754702429809,5.0408031853298,5.38959767347716,5.22175706277955,5.01426698420051,5.2365196730831,5.28521076262021,5.18035872512183,5.17071223957509,5.27180692934358
"ZNF451","ZNF451",1700.52975513478,-0.0917494570632688,0.0402277579445646,-2.28074995354459,0.0225632473648591,0.0712743630095177,10.735200810945,10.6461666230682,10.747180984139,10.7715211171627,10.8017915636242,10.7721646563538,10.6976493980161,10.7725147855129,10.8886406525752,10.8278238819263,10.8839018869433,10.8268518758557,10.6296638583111,10.7326529851213,10.5500488075013,10.660953078099,10.6594522147498,10.6857964731787,10.7267440480834,10.7441238977364,10.6552014758438,10.6394123406024,10.7484432985173,10.7460949534971,10.7017826385953,10.675610311357,10.8482276127916,10.6719524539481,10.6670131215675,10.7864709362762,10.6625319855447,10.6921727156516,10.7654258943697,10.6089068920583,10.7991967427028,10.7895309842895,10.7684547987492,10.8086154954415,10.5182388291509,10.7470285257694,10.7289987992498,10.7810352163761,10.6686476932286,10.7647085466532
"MCM4","MCM4",250.106887108074,0.264571000607138,0.116004519493236,2.28069562947127,0.0225664639744732,0.0712743630095177,8.04097751166545,7.73478063103014,7.86153514816431,7.70948310793844,7.79590739476135,7.80977910910309,8.04875461761986,7.75896729072099,7.55484929595815,7.71598030777072,8.12056633031647,7.87049243838047,7.72560407028984,8.30123391905716,7.90635857955137,7.57684038692017,7.84253737875978,7.79477533505771,7.9151241541277,7.96023202933373,7.83411445788773,8.23021667078889,8.17161565399868,7.88671845423759,7.70917569299593,8.17901542908437,7.84503414455779,7.89308728385378,7.88829744678063,7.98793534167632,7.69016695770752,8.1987185568096,8.2882512818828,8.26062363471,7.80033349921342,7.73667557568673,8.00803933269293,8.33313854025812,8.45939424537276,8.09499698998072,7.76812666783743,7.97095222064114,7.823896523817,7.78872918004764
"ZNF542P","ZNF542P",233.765973741419,-0.164600087784165,0.0721835901258404,-2.28029788345539,0.0225900272551647,0.0713351042834232,7.81081631833382,7.78232093323482,7.67562817578739,7.85475187287071,8.02021068959068,8.10341541251781,7.97508231101292,7.94684522223208,8.06047763657239,7.94185569449845,8.04906254913308,7.81796456097202,7.98150303486849,7.68327363701899,7.63297366460031,7.65405995774341,7.61132801869103,7.84521251198423,7.87069648150914,7.85965496262015,7.87665802193307,7.7776693782023,7.75761088388215,7.90337680633583,7.97866517257501,8.09061037561034,7.9971351597681,7.87019066670767,7.85448390822934,7.82976321900037,7.66848890728434,7.89525390523071,7.83625302695751,7.78444403166317,7.82434184878493,7.72714816253154,7.66485870873297,7.87865262032821,7.75505585043848,7.85808659789221,7.64706728153785,8.01900942441555,7.96984121769107,7.99015354696681
"CMKLR1","CMKLR1",882.53162969179,0.358942158009067,0.1574250365234,2.28008305372516,0.0226027630959882,0.0713616377808154,9.52673756516172,9.62472853065017,9.62272334046771,9.53816211486452,9.68008141080356,9.6820759675185,9.10786274052618,9.3694797951069,9.81879190714211,9.62411054269507,9.8020856818171,9.2977032039252,9.76071881826733,10.2954892094006,10.0918439625278,9.80510709934129,9.31951036199724,9.64777442014572,10.1357270547008,9.91833847701315,9.42397019241446,9.60703544557497,9.60413195994431,9.52176564193323,9.61780944109241,10.165308464822,9.8628077087405,9.59794736239809,9.4486041017224,9.41368211211675,9.44061468761549,9.90864230122901,9.81013246273367,10.5287189972219,9.56826127584813,9.56919335255359,9.54828455371571,9.67180331478656,10.6821770986553,9.9716326104906,9.40070838016205,9.86607380391034,9.74117246758655,9.57936217155261
"CCDC18-AS1","CCDC18-AS1",445.319282511002,0.189356635237291,0.0830826355341177,2.27913611574747,0.0226589752205023,0.0715253984917063,8.42864789631401,8.84037880018389,8.46543212694026,8.50195473309894,8.53236194946106,8.43429715319998,8.43575211961885,9.08729644159178,8.89626790044497,8.84437195860859,8.69324714018786,8.7993056336454,8.93569696522395,9.02406239854006,8.81415466138964,8.7470433492723,8.79138786984809,8.80841968150537,8.8082784029386,8.81799968727371,8.61933628577983,8.73805284898255,8.76353045935767,8.80065852140833,8.82593346458057,8.70656216403246,8.68135665489137,8.87298840088711,8.88694860656554,8.97085453717585,8.87519141569397,8.86383081276113,8.67677591170015,8.87146716538894,8.98027891796115,8.92873307996099,9.0067363666834,8.65294194027083,8.69674751152811,8.85669552298731,8.96274361111,8.67235281036039,8.85325130131928,8.83458134697514
"FPGT","FPGT",233.862722239643,-0.269632587442105,0.118309417604372,-2.27904585198585,0.0226643397939223,0.0715286216416849,7.99556527033523,7.5997655192181,7.77962010149638,7.8224733489627,7.96567834612472,8.28660916719228,8.24640364801118,7.86671215372742,8.07819417560158,7.68790667011928,7.99896330740606,8.28335104488087,7.60204648088957,7.83379186679225,7.26446849411938,7.49939757621255,7.71461436988973,7.74615159318768,7.73789842334911,7.82381132124862,8.10290501834144,7.67589686734003,7.48383242581469,7.90764561591163,7.66807135243017,8.0695493336003,8.05938003403838,7.93691071421278,7.80701597461403,7.70330711540195,7.56384509852849,7.96031612195802,8.00723844830159,7.83421211443969,7.68519189350629,7.50946896823643,7.65878635447489,7.810064060111,8.06248727867595,7.97839503010397,7.90963114413284,7.90745666344028,7.57551246918296,7.85252900535441
